comment,sentiment
Nous avons déjeuné à 3 personnes un jeudi midi  nous sommes arrivés a 12.30 comme toute la salle  donc la prise de commande a pris plus d'une demi heure Plats tres appétissants très bien decorés et bons . Le poisson n'a pas eté...Plus,Positive
Nous sommes allés là-bas avec mes amis qui était à Paris pour quelques jours. Le service était vraiment bon et la nourriture tout simplement magnifique,Positive
Déception pour un déjeuner samedi 19 décembre au Pré Catelan. Attention: le cadre est agréable et le repas était très bon. Mais voilà le problème: très bon pas excellent encore moins suprenant. Et aussi quelques grosses déceptions. Par exemple l'accompagnement du fois gras en entrée...Plus,Negative
A voir absolument .service super rapide et pas chère. Les soupes sont très bonne et les raviolis aussi.,Positive
Nous avons eu le plaisir de découvrir le célèbre Lucas-Carton restaurant quand A. Senderens était encore le chef. C'est un endroit magnifique. Aujourd'hui seulement son nom est resté. Le service est au niveau de la brasserie. La nourriture est décevant avec un choix limité de...Plus,Negative
Cette adresse de référence a décidément bien changé... En pire. C'est officiellement un piège à touristes ( confirmé par le serveur de notre table ce soir). En résumé les prix sont prohibitifs : 17€ la coupe de champagne bas de game ( photo a l'appui)...Plus,Negative
La salle est royaleluxueuse le service est à la hauteur.La cuisine est absolument exquise les produits sont de grande qualité.Une mention spéciale pour les desserts.La soirée fût divine.Plus,Positive
Découvert par hasard grâce aux avis Tripadvisor ce petit établissement est une merveille du quartier !! Ambiance conviviale superbe musique et surtout des tapas originaux et de qualité servis par des patrons exceptionnels !! Une excellente découverte... à refaire !!,Positive
L'accueil et le mobilier sont en accord. C'est froid et laid comme une cantine. Nous sommes restés 5 minutes et partis dans un restaurant où l'ambiance donne envie de diner.,Negative
Pause Bobun est un super restau de quartier où il fait bon être habitué ! On s'y sent bien et on y mange bien les produits sont frais et goutus : une vraie cantine !,Positive
une équipe formidableune cuisine extraordinaire tant par la qualité des produits que par l imagination mise en œuvre pour nous satisfaire!!! un très grand merci et a très vite !Plus,Positive
Pauvre Colbert ! lui qui défendait la grandeur de la France il ne doit pas aimer l'usage qui est fait de son nom dans cet établissement ! C'est bruyant pas forcément propre et il n'y a rien dans l'assiette. La carte des vins est squelettique...Plus,Negative
Qu'il est bon de trouver ce genre de lieu ! De la qualité du goût bref de bons produits préparés avec talent et cela pour un prix vraiment très raisonnable. Vous voulez de vrais bonnes pizzas napolitaines n'hésitez pas a y aller ou à leur...Plus,Positive
"Délicieux! Autant le burger que les potatoes croustillantes! J'ai pris un ""touriste"" avec oignons frits et relish le steak végétal était particulièrement bon le bun chaud et pas bourratif! Service rapide et bon accueil. Parfait!",Positive
Je crois que le meilleur endroit de Paris. Le service était très bon! Incroyable nourriture ... Nous y sommes revenus !!! Merci pour tout !!!Plus,Positive
Une expérience merveilleuse. Nous avons séjourné dans cet hôtel et nous avons mangé sept ans. De retour à Paris même si nous avons choisi de rester sur la rive gauche cette fois-ci nous avons ( 4 personnes) tous voulait retourner dans le restaurant Epicure dans...Plus,Positive
Un déjeuner entre collègues bien agréable avec un service attentionné et bien rythmé. Les ingrédients sont frais et bien travaillés. La formule à 11.50 Euros est tout à fait satisfaisante. Pour attendre les petits carrés de pain lavash chaud avec un condiment de légumes épicés...Plus,Positive
Rien à redire tout était très bien ! Le service était très bien la cuisine parfaitement épicée et les prix très convenables. Une très bonne adresse nous y retournerons.,Positive
"Malgré les conseils avisés d'un collègue m'ayant dit de réserver dans l'unique table dans la petite salle près de la cuisine et parlé d'une cuisine pouvant en faire un ""étoilé"" nous n'avons malheureusement pas pu profiter de ce privilège. Notre table pour deux couples fut...Plus",Negative
Excellent accueil très convivial cuisine française goûtez les plats qui changent tous les jours avec des recettes variées la potagère aux noix est top.,Positive
Je suis retourné dernièrement au 114 Faubourg et comme les fois précédentes j’ai passé un moment incroyable. A commencer par l’accueil avec une équipe aux petits soins. Puis évidemment pour le plaisir de déguster des plats exquis ! Merci à toute l’équipe pour ce moment...Plus,Positive
Rien à dire sur la cuisine et les cocktails très savoureux. Mais le soir en semaine il y a bcp de monde la musique très forte et on se retrouve dans le noir?? chelou. Difficile de s'entendre.Plus,Positive
Un repas hors de prix pour un rapport qualité/prix médiocre. Un plat et 2 verres à 62 euros. L'accueil est ok. À éviter absolument.Plus,Negative
Nous avons passé une soirée sublime Les plats signatures (oursins-caviar et le dessert au miel) ont été une découverte inoubliable Une exécution parfaite c’était une expérience culinaire vraiment exceptionnelle bravo ! Nous avons adoré Nous fêtions l’anniversaire de mon mari le personnel a été au...Plus,Positive
"À la recherche d'un restaurant pour bien dîner notre choix s'est porté sur cette ""Bonne excuse"" à la lecture des excellents avis de Trip. Disons-le tout de suite nous ne fûmes pas déçus loin s'en faut. Une coupe de champagne et un Campari pour l'apéritif...Plus",Positive
"Nous pensions manger de la bonne cuisine française. Quelle déception! Des escargots fades (aucun goût d'ail dans le beurre) des oeufs en meurette qui nagent dans une sauce liquide des pommes de terre delavées en accompagnement de la sole. Et pour finir des crêpes ""suzette""...Plus",Negative
Au hasard de notre trajet vers la Gare de l'Est nous avons fait une halte chez Alma. Ce petit endroit joliment décoré (original la table accessible par une petite échelle à l'entrée) mérite qu'on s'y arrête. Les jus frais sont très bons (pommes orange gingembre...Plus,Positive
Cadre exceptionnel repas délicieux. Nous avons été très bien accueillis par Anne Sophie qui était aux petits soins. Le service est de grande qualité personnel agréable discret et efficace. De quoi passer une excellente soirée dont on se souviendra. À refaire sans hésiter!!Plus,Positive
- Frites trop grasses - 1 ingrédient manquant dans l'hamburger - On ne sait pas si l'on est dans un snack un restaurant à moitié chic ou un fast food. Pas d'identité - Une chose est sûre pour les sodas c'est des canettes c'est moins...Plus,Negative
Nous y sommes allés pour le dîner. Nous étions assis à une table près de la fenêtre. Pour une raison quelconque même si le restaurant était vide un couple qui est arrivé quelques minutes après nous était placé juste à côté de nous dans un...Plus,Negative
Cet établissement est un trésor! Nous avons été servis par le patron qui est genialissime. Le resto est petit et vite plein heureusement nous avions réservés. Les galettes sont très bonnes et généreuses. Les crêpes dessert succulentes (mer si j’ai été déçue par la mienne...Plus,Positive
Pour ma part c’est le 27ème restaurant étoilé que je visite et je peux dire que la cuisine du chef Rouquette est très bonne cependant le classement Tripadvisor est un peu trop flatteur à mon sens. Les produits sélectionnés par le chef sont exceptionnels et...Plus,Positive
Ce doit être l'un des meilleurs repas que j'ai jamais eu ! Il y avait deux d'entre nous manger et nous avons tous les deux nous avons opté pour le parcours 8 menu dégustation ... Avec peu d'entrées et de desserts apéritifs autre c'est plutôt...Plus,Positive
Cuisine d'un extrême raffinement service professionnel personnel jeune & dynamique....Merci Monsieur Ledeuil!,Positive
Nous sommes donc heureux que nous nous sommes arrêtés dans ce restaurant hier. On a mangé des crêpes à quelques endroits pendant notre séjour et c'était le meilleur ! Le propriétaire était extrêmement sympathique et le service était excellent ! Nous y retournerons certainement revenir...Plus,Positive
Une belle découverte dans le quartier. Cadre traditionnel ambiance bistrot parisien. Peu d'attente entre les plats. Une cuisine simple et féminine. La déco des assiettes raffinées. Une carte avec des prix raisonnables. Les plats du jour alléchant à 10 €. 15 € plat du jour...Plus,Positive
De l'accueil jusqu'au départ ce fut une très bonne expérience. Nous avons opté pour un menu à 4 plats et nous étions comblés. Beaucoup de petites attentions des mises en bouches excellent une soupe à l'oignon revisitée incroyable et nous avons fini sur des pré-desserts...Plus,Positive
Ce burger est tres bon mais attention il va vous donner lanvi di retourner car la garniture est delicieuse,Positive
Restaurant très petit très très très bruyant avec une proximité déconcertante. Plat servie tiède. Point fort : pâte faite maison et devant nous. Prix des plats et des vins correct.,Negative
Précis créatif carte des vins très juste. Je suis un grand supporter de cette belle adresse. Je recommande vivement.,Positive
Quelle belle découverte que ce restaurant dans le 7ème arrondissement de paris !!! L'entrée se fait par la cuisine chose assez originale et qui permet de prendre un 1er contact sympathique avec l'équipe. Le cadre est très agréable tel un petit cocon les tables ne...Plus,Positive
